,ISIN,Ticker,Company,Sector,Industry,Business Activity,Country,Market Cap,Size,1M(%),3M(%),6M(%),YTD(%),Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
598,JP3765150002,6324,Harmonic Drive Systems Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Components,Japan,7236825468.0,Mid Cap 2-10B,-15.89688507,17.56756757,35.19852941,-15.07592191,2020-03-31,-0.485146940510625,7.01852,8.05202,10.03002,-43.2410238190958,,20.10051,-0.675,-1.073,59.7253288519831,,12.0050948372392,,-0.095453270896528,32.06987,0.59694,-1.67077,-0.996,,,4.63966104413721,12.1331225660551,,-0.471950479865011,-0.820824866070581,-1.25096768633318,-2.71907979524294,-0.447,0.24218
599,TW0003443008,3443,Global Unichip Corp,Technology,Semiconductors & Semiconductor Equipment,Integrated Circuits,Taiwan,1890457657.0,Small Cap 300M-2B,19.6969697,51.92307692,35.27397261,16.51917404,2020-12-31,1.5256703125983173,1.67986,2.49431,5.41769,126.855440483943,,12.09824,,,24.9692030159399,19.1104436689627,3.02083495554165,,6.1767809874121,30.00033,265.91255,6.26413,,53.7935565157644,1.57073704289425,10.1247796964418,3.35858662121748,1.33759,9.39933907709313,19.3184331107035,18.358463464256,4.08973417827676,,0.34127
600,US0906721065,BEAT,BioTelemetry Inc,Healthcare,Healthcare Providers & Services,Healthcare Facilities & Services (NEC),United States of America,2451857486.0,Mid Cap 2-10B,-0.9563409563,71.32582115,68.22033898,-0.8601553829,2019-12-31,0.1878538622041855,3.01921,28.4883,53.24092,,0.0,25.69488,0.078,-0.316,15.0718283945475,46.155965966398,3.87268764583575,1.0,2.18371333805919,62.46177,7.1022,6.79652,0.051,37.6196434665323,-1.79126845620623,4.2932543053088,3.84227989988773,2.91629,4.69053162973342,8.81131145169338,6.89806375714166,8.81131145169338,0.099,0.16418
601,KYG014081064,1590,Airtac International Group,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),China,6753304680.0,Mid Cap 2-10B,11.73184358,43.06151645,72.16172306,11.11111111,2019-12-31,-0.25166586267359914,1.01862,46.21489,101.51261,303.248808354269,32.9762219158255,34.0585,0.027,-0.039,18.1529694084665,119.647719275158,6.18262894272931,0.670237780841745,2.01369091084676,46.71343,13.16887,17.14895,-0.032,32.3708807793992,-8.30714368281551,4.85022878212055,5.55064062952444,0.82679,7.26950005908692,15.4553285425048,8.55980264915713,10.3587451045085,0.019,0.00766
602,VGG456671053,HOLI,Hollysys Automation Technologies Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),China,842676418.0,Small Cap 300M-2B,-3.667820069,25.97285068,17.20324725,-5.241660994,2020-06-30,-0.3291172221573608,3.58841,1.1831,1.62809,624.526075670574,16.0121416696055,22.74466,-0.203,-0.361,1.85111300401817,1.37328298134312,0.421029304408466,0.839878583303945,20.7201830121249,37.86167,343.77451,15.76033,-0.222,6.99966843675826,-0.280667960907231,0.815199236532204,1.60154912929368,3.44112,5.94146170473798,8.22812325603448,8.06391287595015,6.91062450352848,-0.117,0.62255
603,US2441991054,DE,Deere & Co,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Agricultural Machinery,United States of America,90805000000.0,Large Cap >10B,9.152286807,27.0172256,61.23405353,7.340643003,2020-11-01,-0.1591572643103704,1.0307,61.25634,,288.062827225131,34.714649218466,21.97524,0.028,-0.125,14.0503833051178,28.3475829534926,3.08760533519893,0.65285350781534,6.74886798120876,29.67642,4.56455,7.7462,0.021,21.5886188387003,-2.07409043197839,5.47715975166459,2.01246781091728,0.7985,3.71770806606258,22.5954825462012,6.30819825928328,14.7515400410678,-0.095,0.0088
604,TW0002308004,2308,Delta Electronics Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),Taiwan,26217000000.0,Large Cap >10B,10.56751468,44.87179487,47.90575916,7.414448669,2019-12-31,0.5936297184634809,1.72127,11.8351,21.11307,177.997392704898,,12.45443,0.145,0.272,12.5553808117928,36.8113338103203,1.56370101388574,,6.16180582606931,27.78345,26.30384,8.92389,0.068,17.4579194999775,0.629808926591412,2.80776641162634,1.47548749951129,1.26265,8.35214502029498,17.0971895828138,12.4111178888464,7.49188619999444,0.131,0.19879
605,DE0007236101,SIEGn,Siemens AG,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Germany,131980000000.0,Large Cap >10B,8.977853492,27.1263911,23.88732642,8.866575902,2020-09-30,-0.2633065210088724,1.55254,35.97101,111.91271,147.142857142857,,14.35797,-0.066,-0.22,14.9898829839103,46.9736440030558,2.15224277638741,,6.56858931761896,35.32788,6.57216,7.50801,-0.201,17.3953986364897,-0.993629671189807,2.36959433546585,1.54320566198218,1.32406,3.12973061700925,9.74963320554688,5.3802419662202,3.12366889109754,-0.023,0.15215
606,US7542121089,RAVN,Raven Industries Inc,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Consumer Goods Conglomerates,United States of America,1157001642.0,Small Cap 300M-2B,-1.163859112,47.1500228,44.64365756,-2.478090057,2020-01-31,0.7027691248708843,3.76009,0.18351,0.22027,188.72861815647,,14.68643,-0.2,-0.316,19.9854674033464,40.5893846692213,2.9351516448906,,4.07774382802654,32.34962,,9.04844,-0.276,32.2686862034903,-1.02024230390158,3.56520829638522,2.9689856398191,2.33882,9.06690486730879,11.2879870301683,10.9082100510559,5.3069190075064,-0.059,0.25956
607,DE000A2NB601,JENGn,Jenoptik AG,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Germany,1986686840.0,Small Cap 300M-2B,13.40206186,38.29787234,29.17291432,13.85350318,2019-12-31,0.4131659419024112,2.09673,14.72844,24.3435,338.26,29.5630580027198,16.1441,0.072,-0.227,10.4705875204462,35.6850814313784,1.69038219781464,0.704369419972802,4.15139002050388,34.01194,25.22781,7.90905,-0.04,20.8919244676577,-0.947614438198537,2.22733113630602,1.7052940656077,1.48661,6.53775949732293,10.80645045353,9.20454649103247,7.61173323791778,0.025,0.255
608,JP3955000009,6841,Yokogawa Electric Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Japan,5786666699.0,Mid Cap 2-10B,6.367924528,42.00251889,37.34993394,9.785783836,2020-03-31,0.4397982058486972,1.83836,12.13838,20.3927,161.847035486004,,13.44577,0.054,-0.484,5.76514346585998,62.1289608660325,0.775167980105432,,4.05904935618133,43.64393,58.34098,4.0573,0.029,12.399836584809,-0.489753045223013,1.21654337657767,0.86000966957857,1.62964,3.41928251121076,5.1013957107426,4.43376049366226,1.94940982763771,0.002,0.30629
609,DE0005565204,DUEG,Duerr AG,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Germany,2813345006.0,Mid Cap 2-10B,-2.2e-14,37.12183156,45.57291667,0.4191616766,2019-12-31,0.7756580143719922,1.43611,23.77609,88.46841,224.086918825187,44.625541073199,9.7199,0.006,-0.211,5.70196577982879,,0.554225447894957,0.55374458926801,3.43432469128758,21.37447,8.53289,3.31059,-0.09,10.7449679384021,-0.803323740383553,2.03985574634347,0.53691999525693,1.15046,3.4635091663941,12.3568802560244,8.23813528096407,6.84255558200618,0.013,0.20024
610,SE0000163628,EKTAb,Elekta AB (publ),Healthcare,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology (NEC),Sweden,5313475531.0,Mid Cap 2-10B,6.027276727,17.38918656,32.83091559,9.099139882,2020-04-30,-0.03277566650195851,1.37752,32.93795,115.34574,315.23100116133,31.7227682656827,22.03274,0.214,-0.095,11.2536372095741,,2.47948434375728,0.682772317343174,0.729784036087501,41.97658,9.13551,7.42415,0.146,31.8549012420521,-3.34473263259061,4.27355074947905,2.3649588083008,1.13434,4.13149118627918,13.6438011327879,8.34368846449463,9.31560971680302,0.077,0.15015
611,TW0002395001,2395,Advantech Co Ltd,Technology,"Computers, Phones & Household Electronics",Laptop & Desktop Computers,Taiwan,9542448975.0,Mid Cap 2-10B,1.46627566,19.72318339,18.8624994,-1.142857143,2019-12-31,1.0096924558165805,2.33932,1.5599,2.2502,134.558913937295,,18.93316,0.246,0.163,19.7583217318711,,3.74087412384253,,2.43974918945487,38.9685,368.73535,13.65389,0.238,28.1848190997638,1.78919958038072,6.56089150643139,3.95278115467165,1.67664,16.2202197462724,23.8933226759714,23.3431187281687,6.13654835546395,0.111,0.33314
612,CH0012221716,ABBN,Abb Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment (NEC),Switzerland,64146000000.0,Large Cap >10B,6.252521178,19.02394939,11.28010139,6.596519628,2020-12-31,0.035837208682166465,1.24715,14.89729,38.25864,8.62968227665337,,14.57391,,,16.2790825627098,,2.37249803399162,,1.99635851383362,30.28304,6.43973,1.32316,,38.4139872954575,-2.810386751685,3.61468277783921,2.26883911149452,0.95725,0.791320702784532,2.01294033069734,23.6045138857896,-21.3128353602933,,0.09273
613,US1273871087,CDNS,Cadence Design Systems Inc,Technology,Software & IT Services,Software (NEC),United States of America,36370000000.0,Large Cap >10B,-2.679504404,18.31049814,23.04425781,-4.427178773,2019-12-28,0.3726062590032101,1.73908,10.3067,16.45442,,0.0,26.6747,0.185,1.878,31.0710920145185,29.5631126497149,8.28811946057024,1.0,3.32191374923894,88.08018,26.57693,42.33065,0.229,19.764813065191,0.106144261670637,9.354251866126,8.43951504482051,1.65609,33.9512372296095,58.3245633305271,,58.3245633305271,0.093,0.14802
614,FI0009013429,CGCBV,Cargotec Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles (NEC),Finland,2402860465.0,Mid Cap 2-10B,6.091070373,26.60550459,43.48307009,6.091070373,2020-12-31,0.3762384081174092,1.45116,30.42953,90.90979,12.2822764076631,,10.42165,,,7.52710044022337,22.1642152356707,0.784447772176248,,9.17310968164569,22.30496,8.52609,0.24821,,15.1491397420794,-2.83885513665726,1.67923861275626,0.645721071103757,0.99922,0.199620474653129,0.594888366627497,0.529574393520502,-4.24858158049354,,0.14884
615,GB0007323586,RSW,Renishaw PLC,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,United Kingdom,5984095503.0,Mid Cap 2-10B,-3.614457831,9.389243391,24.84394507,4.166666667,2020-06-30,0.14080265398958097,4.0054,3.22379,4.51831,0.860258841657933,0.0,25.22701,-0.037,-0.997,22.0084915961216,96.1168896009772,5.55208484721147,1.0,2.14947427223886,60.78496,57.26078,0.05645,-0.156,37.4349957671662,,5.34966238897523,5.7399784345031,2.87938,0.037347255560267,0.050915101719711,0.070880572487082,0.050915101719711,-0.111,0.36737
616,JP3651210001,6268,Nabtesco Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Japan,5600418880.0,Mid Cap 2-10B,2.854006586,21.5304799,38.81481481,3.650442478,2019-12-31,0.47006168696724987,1.63441,15.30657,26.48481,197.521480502313,,13.41785,0.064,-0.148,10.5333244287147,28.0566376967601,1.41334557270676,,5.83879026087318,26.81189,96.21933,6.88421,-0.027,22.4494517761367,-1.5320741000876,2.16252695533551,1.39883024278143,1.25802,5.92786491682092,9.79568423927889,7.45123364914735,4.83638350177547,-0.016,0.20182
617,FR0000130650,DAST,Dassault Systemes SE,Technology,Software & IT Services,Software (NEC),France,52835000000.0,Large Cap >10B,-1.258615523,11.5436696,7.60940562,-0.8426120975,2020-12-31,-0.4037209319239242,1.80186,32.32209,82.06459,135.543294075035,,28.21976,,,36.6062202338825,49.358290514971,10.3301862229572,,2.53845209323771,74.30259,28.61966,10.90472,,89.4029401002992,-4.36025379287515,8.58174688521068,9.85958177979426,,3.61816610028021,9.5617374709107,5.12377337683513,2.50735862010789,,0.12908
618,US67020Y1001,NUAN,Nuance Communications Inc,Technology,Software & IT Services,Software (NEC),United States of America,12974000000.0,Large Cap >10B,4.306000916,39.73611537,65.17954298,3.288727603,2020-09-30,-0.4064523189589646,0.74633,42.76457,134.33243,,0.0,16.88141,-0.087,-3.347,42.1934014157311,54.5047131897841,7.12284098106091,1.0,1.99423587853794,53.35476,1.41699,1.94618,-0.077,,0.991510518934081,8.20955514055679,6.55303767194379,,0.642518103051358,1.74492465607882,8.57257156323929,1.74492465607882,-0.028,-0.06962
619,FR0000121972,SCHN,Schneider Electric SE,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),France,83135000000.0,Large Cap >10B,0.2486531289,18.11523437,18.0,2.240067625,2019-12-31,0.0761061167711779,1.37196,18.82319,36.60761,89.4812764069666,,19.47861,0.165,0.027,11.2836362066163,27.8666832553688,2.19789511499374,,6.73949635379133,40.39325,19.87923,9.30113,0.118,16.3502345320527,7.73267981718087,2.33841130635923,1.87836784741144,1.103,5.78946162132429,11.4115674373568,8.39441699308729,-1.34145520109581,0.056,0.08731
620,DE000KGX8881,KGX,Kion Group AG,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles (NEC),Germany,11362000000.0,Large Cap >10B,-2.004943697,7.972311367,1.938114108,0.2810567735,2019-12-31,0.13615957192390532,0.78106,39.35577,152.24258,,1.03342128408091,19.73202,0.035,0.138,7.15245462392818,46.7776454648099,1.41132349968773,0.989665787159191,5.61039712791204,26.47931,8.01041,5.05081,0.075,12.1859378126165,1.15955345597747,2.03543154396609,0.824158659833377,0.50484,3.32759781551582,13.2413311206219,6.14987607213834,13.1044923865258,0.101,-0.06249
621,US3116421021,FARO,FARO Technologies Inc,Technology,Electronic Equipment & Parts,Advanced Electronic Equipment,United States of America,1258619690.0,Small Cap 300M-2B,1.481161921,14.7106632,21.84046962,-0.08494973807,2019-12-31,0.31779243904846066,3.04078,0.15426,0.22621,,,-1.26282,-1.2,,,30.7172002661035,1.90491458436473,,2.70492616219811,51.89894,-28.35472,-16.27886,-5.07,,,2.66567416408482,2.29265371432688,2.4882,-12.5159351758055,-17.5407598916739,,-17.5407598916739,-0.054,0.44419
622,SE0000103699,HEXAb,Hexagon AB,Technology,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),Sweden,30808000000.0,Large Cap >10B,-3.174603175,15.40116524,26.51035587,-2.373966391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,JP3809200003,6134,Fuji Corp (Aichi),Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery,Japan,2557734030.0,Mid Cap 2-10B,0.8103130755,29.65419233,40.96711373,0.8846295614,2020-03-31,0.23323583169264306,4.39578,3.64073,4.30335,327.704774419623,30.5152710018045,19.39958,-0.078,-0.113,4.56668681025341,19.1014353319058,0.885917868721048,0.694847289981955,6.69571906909038,36.43548,,10.63653,-0.153,10.6277270183938,-0.94107921453055,0.89929745574688,1.12800902126029,3.01453,7.63305928169623,9.09521928091663,8.69881171081087,6.31978846913655,0.092,0.49335
624,CH0012100191,TECN,Tecan Group AG,Technology,Office Equipment,Scientific & Precision Equipment,Switzerland,5813233982.0,Mid Cap 2-10B,2.710413695,-0.4608294931,10.93990755,-0.4149377593,2019-12-31,0.21830553229768224,3.91325,5.09527,7.26542,560.338489814673,17.8463556970848,19.22022,0.11,0.029,24.5844007908626,61.1614359641456,4.72517542347198,0.821536443029152,2.28036618330485,46.49359,87.85516,11.48976,0.001,42.5006640728761,15.120492331743,4.89918044996451,5.09812653202872,2.94719,8.14144974753038,11.5093010013559,11.2070854221315,9.45531020640578,0.072,0.48758
625,JP3634600005,6201,Toyota Industries Corp,Consumer Cyclicals,Automobiles & Auto Parts,Auto & Truck Manufacturers (NEC),Japan,25618000000.0,Large Cap >10B,-0.1213592233,19.27536232,48.22819578,0.4884004884,2020-03-31,-0.27133458647190545,1.78575,25.3761,53.15415,293.664948868669,34.0524125828586,15.60777,0.053,-0.045,7.58548691413396,54.0999519171682,1.18392502156488,0.659475874171414,6.0433109318076,23.29066,21.89638,6.91674,-0.039,10.838014305886,-2.45266418339054,0.659463873236092,0.7406928484748,1.52327,2.8496246072533,5.93190031564341,3.85412654006622,3.91194514615662,-0.02,0.145
626,CA67000B1040,NOVT,Novanta Inc,Technology,Electronic Equipment & Parts,Electronic Components,United States of America,4392264401.0,Mid Cap 2-10B,6.089171975,12.80476792,21.11692845,5.667399763,2019-12-31,0.34922690638212733,2.25822,27.19411,56.69532,,0.0,17.59083,-0.051,-0.171,29.5952506464734,62.0798500180935,5.20604972248798,1.0,1.67017197608628,39.32733,8.0529,6.51223,-0.091,54.8186348647509,-4.49700715983574,7.43098360545544,5.02107213076526,1.3934,5.13089940804575,10.3823779931171,7.86208409751095,10.3823779931171,0.019,0.19508
627,US6365181022,NATI,National Instruments Corp,Technology,Software & IT Services,Software (NEC),United States of America,5433569496.0,Mid Cap 2-10B,-3.877408869,24.46771914,12.60698043,-5.780609923,2020-12-31,0.24744617737519353,2.22471,5.13007,7.92213,105.248184889154,,14.502,,,29.710730957753,,4.30864954724246,,2.1691351967403,71.1565,,11.16517,,28.3912487238799,-3.74126776424854,4.70819176077157,4.50095483616247,1.71662,8.10853066712122,11.9654909042146,11.50073371125,0.596657401939513,,0.24724
628,JP3902400005,6503,Mitsubishi Electric Corp,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Japan,32706000000.0,Large Cap >10B,0.4725897921,14.01501609,13.90138104,2.408477842,2020-03-31,0.7293512823075291,1.8736,9.42047,16.36251,258.337021078374,38.7091248410974,10.28504,-0.019,-0.021,6.09347229037347,23.8771200425596,0.626716286865752,0.612908751589026,7.08876766258866,28.28765,107.0194,5.23275,-0.148,12.8321496195965,-6.09157525024242,1.17860948271227,0.641724070926244,1.37891,5.32768604818034,9.18626437437276,7.76405680726429,5.63034182946355,-0.013,0.27788
629,JP3497800007,6622,Daihen Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment (NEC),Japan,1280337925.0,Small Cap 300M-2B,-1.689860835,21.64821648,24.53270825,-1.494023904,2020-03-31,0.5001649753454531,1.97046,20.91396,39.77901,316.208530805687,31.6247002398082,10.06798,0.054,0.09,7.0582869031021,9.53665466746854,0.710626869405146,0.683752997601918,17.927506560013,31.4739,36.84959,4.69513,0.083,10.5277496409842,1.19915052391016,0.897885968580863,0.496831633738728,1.12858,4.1284987663003,8.48196692134603,5.6304220329056,5.79957030803066,0.011,0.29893
630,JP3162600005,6273,SMC Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Testing & Measuring Equipment,Japan,40777000000.0,Large Cap >10B,-1.26227209,11.9434629,11.16031086,0.6513105639,2020-03-31,-0.3267239331570635,,1.30791,1.45117,415.319852664812,24.0778280542986,30.97395,-0.171,-0.148,15.6064409214782,43.1791626914717,4.83393189020913,0.759221719457014,2.80579209251306,49.40152,,21.02548,-0.188,27.5187256507022,-1.8707363319176,2.43421146979151,5.802161121673,,7.9568407901586,8.87476066256313,8.74744042048773,6.73791105000064,-0.088,0.62579
631,DE0006602006,G1AG,GEA Group AG,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Germany,6251588719.0,Mid Cap 2-10B,-4.228187919,3.598419369,-11.553838,-2.527322404,2019-12-31,0.4581536856453114,1.27133,8.90091,24.31915,-121.550195567145,,10.30856,0.146,-2.621,10.5203522486069,29.8138681849219,1.08449680545246,,6.21896811585487,28.71497,18.41275,-3.82306,0.026,21.0978315322408,,2.54628749900671,1.09046413080143,0.91493,-3.26438920834091,-8.21664935934257,,-14.9765310041267,0.011,0.09881
632,US7475251036,QCOM,Qualcomm Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,177500000000.0,Large Cap >10B,5.246144522,24.13579851,69.60715979,2.586320074,2020-09-27,0.0951942098780268,2.13549,45.88414,,174.899057873486,,26.78202,0.217,0.258,23.0763645262027,88.068486257377,6.18031574904514,,3.3497896405076,57.41107,7.35382,23.91975,0.309,34.9245081592192,0.979608588199035,,6.05404721365791,1.83591,15.1653513442546,94.6295284908065,26.5494022261921,40.5243036592026,0.11,0.27665
633,CA0019401052,ATA,ATS Automation Tooling Systems Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Canada,1580253356.0,Small Cap 300M-2B,-3.091872792,32.56797583,27.48402092,-1.834451902,2020-03-31,0.29511861948816737,2.12805,31.72467,76.58976,,0.0,13.54371,0.232,-0.239,9.43355401329278,,1.2776530218768,1.0,-2.37990115850438,25.32884,4.05577,3.70356,0.065,19.1255243252036,-1.20179587491275,1.7466396287701,1.06447209380206,1.98014,2.79659745812841,6.38269247592071,5.72601112084853,6.38269247592071,0.14,0.24878
634,JP3539250005,6481,THK Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Japan,4264513175.0,Mid Cap 2-10B,-0.3003003003,21.61172161,29.18287938,-0.3003003003,2019-12-31,0.014043300471243919,3.45479,22.74169,36.63149,288.713262533959,34.6364414029085,13.52096,-0.461,-0.676,9.83424212872858,,1.32968432574835,0.653635585970915,-0.215625756487029,24.6726,46.94595,4.31497,-0.636,29.9490442440621,-0.475237754333652,1.33996386097602,1.36613724256563,2.84306,2.52362508693904,4.18574091015696,3.11846318936542,2.73594921253287,-0.203,0.41178
635,JP3124400007,6436,Amano Corp,Technology,Office Equipment,Office Technology Equipment,Japan,1780969050.0,Small Cap 300M-2B,-2.72,0.3300330033,18.95528476,-1.458670989,2020-03-31,0.5040793105701917,2.73996,5.06495,7.13751,167.650325241948,,18.05251,0.115,0.167,5.61345422780437,11.4165104396004,1.01336928423402,,10.1134300108229,44.87542,158.5098,8.06408,0.066,16.2746611911443,1.01081457009928,1.64115288136634,1.34040576662108,2.4754,7.10999221557878,9.84547440800906,9.3362227585077,3.97284970907075,0.01,0.41351
636,US5950171042,MCHP,Microchip Technology Inc,Technology,Semiconductors & Semiconductor Equipment,Semiconductors (NEC),United States of America,35440000000.0,Large Cap >10B,0.7028706718,28.35294192,33.39383608,-1.448121063,2020-03-31,-0.46472631513040674,1.3541,54.41378,169.76457,162.982005141388,,36.20265,0.175,0.508,13.2606481370064,22.4845764610603,4.80070561465246,,8.49838460457929,42.62637,1.39513,10.8187,-0.072,27.7970243244462,0.598879242918202,2.97790290631026,3.29345872359789,0.93532,3.18983902661274,10.495723351421,16.0281910973065,4.05591832980778,-0.014,0.03327
637,US6556631025,NDSN,Nordson Corp,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery,United States of America,10401000000.0,Large Cap >10B,-9.095987811,-8.122690757,-8.690134256,-10.92809157,2020-10-31,0.022412998110907977,2.81091,30.54569,63.81209,282.453280813157,35.4040851329852,25.94022,-0.073,-0.274,22.0635749921849,33.3933253517504,5.72333982605724,0.645959148670148,3.99530260575652,53.29631,13.5857,11.7646,-0.096,33.5711062515186,-1.6563559287175,6.38844366441631,5.3323428362642,2.04792,6.94021487385176,14.9422940351541,9.65332056120648,9.65211153412718,-0.033,0.17893
638,JP3197700002,6914,Optex Group Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),Japan,699602099.0,Small Cap 300M-2B,1.310959622,18.16513761,63.31360947,2.43902439,2019-12-31,0.4681280221048225,3.72266,8.64512,11.74163,185.244519392917,,11.75201,-0.303,-0.428,12.108578480381,69.8779090575916,1.42300084015246,,3.22521402851211,53.92755,204.0,5.85601,-0.428,27.2744277108186,-0.646188900297729,1.84811709196419,1.61900351840499,2.82792,5.03564143115818,6.79113474081172,6.16263178883235,3.12509659670489,-0.065,0.49949
639,US5504241051,LAZR,Luminar Technologies Inc,Technology,Electronic Equipment & Parts,Electronic Components,United States of America,10593000000.0,Large Cap >10B,1.050679852,224.0832507,203.6211699,-3.823529412,2019-12-31,-0.9514799091659514,1.10751,0.0,0.0,,0.0,,,,,,,1.0,,,,,,86.7772673132551,0.014803949265683,1.32582154601702,,,2.6664014878578,2.77400345357616,2.77294396218493,2.77400345357616,,0.00036
640,JP3592600005,6104,Shibaura Machine Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment (NEC),Japan,719645275.0,Small Cap 300M-2B,7.209897611,15.48713235,23.29161733,6.618582944,2020-03-31,0.3124807813316717,2.30849,9.386,16.64138,357.951219512195,27.9367675115835,4.54775,-0.069,0.799,5.80054039096045,16.5063609196142,0.263794156233674,0.720632324884165,7.32907528732736,29.25206,43.5679,6.28463,-0.08,6.03726653277026,0.088342293195555,0.595210453533086,0.44358741360557,1.6294,4.81169284639369,8.62203683576653,7.41499388746645,6.21331845019534,-0.005,0.44955
641,CNE100000B81,002230,Iflytek Co Ltd,Technology,Software & IT Services,Application Software,China,16188000000.0,Large Cap >10B,26.14678899,22.63903463,25.8073197,14.38708099,2019-12-31,-0.011530683058815551,1.66476,11.60469,19.8779,372.593990956052,26.8388654748313,18.14342,0.58,0.462,41.0344852464326,,7.44505939276157,0.731611345251687,-0.4777697900636,45.96436,13.54283,9.35707,0.64,77.9931688117804,1.9659649122807,6.63927260683876,7.37491067949404,1.54439,5.32756708589243,8.4498754289138,7.37459222748544,6.1820247297568,0.273,0.22706
642,CNE100000V46,300124,Shenzhen Inovance Technology Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment (NEC),China,25373000000.0,Large Cap >10B,10.38283063,45.17851694,85.36917982,1.982851018,2019-12-31,0.016233065807660246,1.80561,18.53066,30.56055,305.396568370901,32.7443103023185,16.97419,-0.075,-0.226,41.8258458928335,73.2601530324749,7.09959976124518,0.672556896976815,2.09260369338301,37.38531,16.48094,13.66834,-0.145,54.9744325827577,-2.46913840597773,6.0950501588413,7.17928518344029,1.48107,8.01210572356738,12.7350769894085,10.0978535720625,8.56506386275742,0.258,0.28509
643,CNE000001JQ1,002008,Han's Laser Technology Industry Group Co Ltd,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Welding & Soldering Equipment,China,7091641220.0,Mid Cap 2-10B,10.52088706,4.130223518,9.541736773,0.2573099415,2019-12-31,-0.09439838955585007,1.74864,26.54887,52.32893,305.314514095747,32.7531104429054,10.59766,-0.475,-0.627,43.6681677873192,77.4475048267452,4.62780336671924,0.672468895570946,2.11926256471675,33.29568,4.44423,6.43954,-0.549,62.858489824782,-1.04632837565986,4.76420746217815,4.40388915276596,1.34964,3.34319142741007,7.48596135685887,5.72473888130658,5.03407616593366,-0.133,0.26554
